,name,lat,lon,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,email,phone,website,wheelchair,contact:facebook,contact:phone,wikidata,fixme,contact:website,old_name,opening_hours,smoking,source,cuisine,drink:club-mate,recycling:cans,recycling:glass,recycling:paper,addr:country,toilets:wheelchair,name:es,designation,wifi,source:name,old_name_1,description,payment:bitcoin,note,alt_name,wheelchair:description,layer,outdoor_seating,addr:subdistrict,internet_access:fee,internet_access,opening_hours:signed,name:en,craft_beer,shop,food,delivery,payment:american_express,payment:discover_card,payment:mastercard,payment:visa,seating,addr:housename,url,contact:email,brewery,description_1,addr:state,operator,old_name_2,lgbtq,name:zh,wheelchair:description:es,microbrewery,entrance,lgbtq:bears,level,outside_seating,craft,ramp:wheelchair,diet:vegan,diet:vegetarian,name:uk,reservation,takeaway,name:ca,disused:amenity,name:fr,min_age,diet:gluten_free,facebook,capacity,beacon:type,indoormark,amenity_1,addr:unit,payment:cash,payment:credit_cards,start_date,payment:debit_cards,name:de,air_conditioning,opening_hours:covid19
1010,,40.3963846,-3.716807,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,40.3965377,-3.7166729,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Cosmopolitan,40.4345529,-3.7181113,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Lizarran,40.4345069,-3.7180787,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Massart,40.4348713,-3.7182368,,2,28015.0,Calle de Isaac Peral,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Balón de Oro,40.4642313,-3.7097031,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Café real cake,40.4181072,-3.7026662999999997,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Tapa Tapa,40.4196251,-3.7019167,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Hontanares,40.4172288,-3.6998773,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,,40.4520608,-3.7092605,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,De Chachara,40.5512247,-3.6530728999999997,Alcobendas,12,28100.0,Paseo de Valdelasfuentes,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Huang,40.4161364,-3.7085803999999998,Madrid,,28013.0,Plaza del Comandante Las Morenas,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,La Bodega Bohemia,40.4154179,-3.7085103999999998,Madrid,7,28005.0,Calle Cava de San Miguel,bar,,,,,https://es-la.facebook.com/labodegabohemia/info/?tab=overview,+34 915 59 50 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Club Peregrino,40.5043408,-3.7072596,Madrid,24,,Avenida del Monasterio de El Escorial,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Cervecería David e Iván,40.3714814,-3.6181479999999997,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Cervecería Goya III,40.4250272,-3.5633546,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,,40.4245179,-3.5631081,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Cervecería Cruz de Malta,40.4162502,-3.7016123,Madrid,3,28012.0,Calle de la Victoria,bar,,,,,https://www.facebook.com/Cerveceria-Cruz-de-Malta-443679125827986/info/?tab=overview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Casa Pachuco,40.4107864,-3.6993648,Madrid,15,28012.0,Calle de los Tres Peces,bar,,,,,https://es-es.facebook.com/CasaPachuco/info/?tab=overview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Cantespino,40.4041815,-3.7063544,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Bar Ícaro,40.4773427,-3.3604256,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Bodegas Melibea,40.415488,-3.7022561,Madrid,9,28012.0,Calle de Espoz y Mina,bar,,,,,,,,,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Cervecería Cruz Blanca,40.3971015,-3.7156589,Madrid,3,28019.0,Glorieta Marqués de Vadillo,bar,,,,,,+34 915690870,,,http://cerveceriacruzblanca.es/local/cervecer%C3%ADa-cruz-blanca-marqu%C3%A9s-de-vadillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,La Mancha en Madrid,40.4065284,-3.7013382,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Beerhouse,40.4305831,-3.7017164,Madrid,16,28010.0,Calle del Cardenal Cisneros,bar,,,,,https://www.facebook.com/Beerhouse-367097320163958/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,El Perro Andaluz,40.4163433,-3.7088972,Madrid,2,28013.0,Costanilla de Santiago,bar,,,,,https://www.facebook.com/Taberna-Perro-Andaluz-798150276993563/,+34 910 85 49 10,,,,Luna Canalla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,El Rincón del Ibérico,40.4189616,-3.7012856,Madrid,7,28013.0,Calle de los Jardines,bar,,,,,,+34 915 233 917,,,http://www.elrincondeliberico.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Breeze,40.4208522,-3.7000371,Madrid,9,28004.0,Calle de las Infantas,bar,,,,,https://es-la.facebook.com/drinksbreezebar/,+34 650 69 04 99,,,,Nadie Es Perfecto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Faborit,40.4743892,-3.6761811,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Café-Bar Paquito,40.032577,-3.6041751,Aranjuez,,28300.0,Calle Gobernador,bar,,,,,,,,,,,,,Local Knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Lizarran,40.4073062,-3.7245461,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Lizarran,40.4943363,-3.3586694,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,La Kroqueta Taberna,40.4646038,-3.4627773,,,,,bar,,,http://lakocretataberna.es/,,,(+34) 916 60 05 16,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,La Botica,40.6324006,-4.0036377,Collado Villalba,,28400.0,Calle Clara Campoamor,bar,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,20 de abril,40.4796568,-3.367306,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Deltoya,40.4795527,-3.3676359,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,La Rebujita,40.4023453,-3.7083335,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Ponlo Tu,40.4670588,-3.7028447,Madrid,21,28039.0,Calle de Antonio Lanzuela,bar,,,,no,,,,"Survey opening_hours, was ""10.10"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,La Yama,40.469173,-3.7015487,Madrid,13,28039.0,Calle del Arroyo,bar,,,,limited,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Bar la Remonta,40.4638037,-3.6967806999999997,,3,,Pasaje de La Remonta,bar,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,Escalon de entrada +7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Bar Muñoz,40.4649873,-3.7033173,Madrid,31A,28039.0,Calle de la Genciana,bar,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,escalón de 24 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Cervecería Peralta,40.4649967,-3.7043724,Madrid,9,28039.0,Calle de la Abadesa,bar,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,Escalón 20 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Casa Aurelio,40.4644657,-3.6956081,,335,,Calle de Bravo Murillo,bar,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,Aseos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,El Verduras,40.4696515,-3.7022849,Madrid,21,28039.0,Calle del Arroyo,bar,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Bar Pascual,40.4646275,-3.6951819,,343,,Calle de Bravo Murillo,bar,,,,limited,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Casa Sotero,40.4644988,-3.6954929,,335,,Calle de Bravo Murillo,bar,,,,no,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Bar 322,40.464035,-3.6957861,,322,,Calle de Bravo Murillo,bar,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,Barra demasiado alta y escalón para acceso a aseos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,La flor de Gredos,40.4672098,-3.6987091999999997,Madrid,1,,Travesía de Herrera,bar,,,,no,,,,,,,,,,,,,,,ES,no,,,,,,,,,,2 peldaños en acceso (12+17 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
1058,Bar Estadio San Fernando,40.4314635,-3.5237169,,,28830.0,Paseo de los Pinos,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,El Bolo,40.4288933,-3.530135,,22,28830.0,Calle Comercio,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Bar Darro,40.417996,-3.527066,,12,28830.0,Avenida de Algorta,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,El Flamenco II,40.4261928,-3.5265491,,,28830.0,Calle de Rafael Sánchez Ferlosio,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Bouquet Casa de Paco,40.4697014,-3.6979142,Madrid,23,28029.0,Calle de Rosario Romero,bar,,,,yes,,,,,,,Tu-Su 08:00-02:00,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,La Paca,40.4229906,-3.7015317,Madrid,36,28004.0,Calle de Valverde,bar,,,,,https://es-es.facebook.com/LaPacaCafeBar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Corazón,40.4234831,-3.7014842999999997,Madrid,44,28004.0,Calle de Valverde,bar,,,,,,+34 910257896,,,http://saloncorazon.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Marrakech,40.4246265,-3.7156732,Madrid,18,28008.0,Calle de Ferraz,bar,,,,,,,,,,Famous Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Los Torreznos,40.4244827,-3.6722614,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Gastro Bar Samurai,40.4232127,-3.5481911999999998,Coslada,1,28822.0,Calle Méjico,bar,,,,,,,,,,,,no,,regional,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Bar Aquimismo,40.42386,-3.5490954,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Bar El Encuentro,40.3852401,-3.7308558,Madrid,10,28025.0,Calle de Pedro Domingo,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Juanito,40.3074737,-3.7369027,Getafe,28,28904.0,Calle Almagro,bar,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,David,40.3074172,-3.7383661,Getafe,30,28904.0,Calle Almagro,bar,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,,40.3080235,-3.7383265999999997,Getafe,9,28904.0,Calle Colibrí,bar,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Toledo,40.3048074,-3.7378974,Getafe,,28904.0,Calle Faisán,bar,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,El Parque,40.3046019,-3.7368461,Getafe,2,28904.0,Plaza Tirso de Molina,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Escalón alto, puerta estrecha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Bar Babiera,40.3048407,-3.7364878,Getafe,65,28904.0,Plaza Tirso de Molina,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inaccesible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,El Tadeo,40.3053948,-3.7366029,Getafe,48,28904.0,Calle Garcilaso,bar,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Cava Baja 5,40.4133062,-3.7083162,Madrid,5,28005.0,Calle de la Cava Baja,bar,,,,,https://es-es.facebook.com/Cava-Baja-5-La-Playa--55864655886/,+34 662 03 89 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Extremis Dorii,40.4132429,-3.7083579,Madrid,7,28005.0,Calle de la Cava Baja,bar,,,,,,,,,,Taberna de Conspiradores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Bar Menorca,40.3722846,-3.6219776,,33,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,47 Cocktail Bar,40.4118409,-3.7102807,Madrid,47,28005.0,Calle de la Cava Baja,bar,,,,,,+34 91 365 20 77,,,http://www.47cocktailbar.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,El Rincón,40.7414316,-4.0546722,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,O' Reilly's,40.4160644,-3.7020569,Madrid,,28012.0,Pasage de Matheu,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,bar imperio ,40.2933602,-3.3001266,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Mesón Paxairiños,40.4236442,-3.6772273,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Hemeya,40.4822162,-3.7126981,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,La Ribereña,40.3258149,-3.8822454,Móstoles,36,28935.0,Avenida de Iker Casillas,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Bodeguita Trébol,40.4540845,-3.4538789,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,El Rincón de Caye,40.3305765,-3.7631684,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Bar La Vera,40.3199668,-3.7542462,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Tapea y Come,40.3376774,-3.7731607,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Romero,40.316686,-3.8775694,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Bar Sylkar,40.440691,-3.6973428999999998,,17,,Calle de Espronceda,bar,,,,,,,,,,,,,,spanish,breakfast,local,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Libre,40.3331265,-3.7753892000000002,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Bar Restaurante Celedonio,40.3444783,-3.8154320999999998,,4,,Calle Munich,bar,,,,,,,,,,,,,,,,,,,,,,,,,,Cafetería / bar / restaurante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Naru Lounge Bar,40.5764962,-3.9277927999999998,Torrelodones,,,,bar,,,,,,,,,,,,isolated,,,,,,,,,,,,,,"El Naru Lounge cuenta con la mejor terraza privada de torrelodones. Acristalada para poder fumar durante el invierno, y abierta en verano.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Casa Ecuador,40.4044817,-3.6956587,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Roas,40.4632061,-3.6513439,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Kerala,40.4620542,-3.6934299,Madrid,,28020.0,Calle de Rosario Pino,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Kube Madrid,40.459781,-3.6918002,Madrid,38,28020.0,Calle del Poeta Joan Maragall,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Las Hurdes,40.3211244,-3.7560846999999997,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Porta Latina,40.4222079,-3.6562603,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,+KCopas,40.4159135,-3.7023903000000002,Madrid,8,28012.0,Calle de Espoz y Mina,bar,,,,,,,,,http://maskcopas.com/espozymina/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Café del Soul,40.4156614,-3.7023791,Madrid,14,28012.0,Calle de Espoz y Mina,bar,,,,,https://es-la.facebook.com/CafeDelSoulMadrid/info/?tab=overview,+34 915 23 16 06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Copas Rotas,40.4153666,-3.7013578,Madrid,,28012.0,Calle de Núñez de Arce,bar,,,,,,,,,http://copasrotas.es/#!/inicio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Los 60,40.4141114,-3.725713,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Florida,40.425702,-3.7266992,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Casa Juan,40.4499805,-3.4684573,,,,,bar,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
